S/N,Question,Answer,Unnamed: 3,option_1,option_2,option_3,option_4,option_5,GPT4o_Answer,GPT_Match,Score (%)
475,"Kíni ""Striike"" ní Yorùbá?",option_2,,Jíjá,ìyanşélódì,Fìtínà,Pípèjọ,Ìdájọ́,option_2,1,20.208333333333332
476,Kíni màjàlà tún mọ sí ?,Oun tí ó máa ń bá iná jíjó lọ sókè (burnt flakes),,Èéfín,Oun tí ó máa ń bá iná jíjó lọ sókè,Àpáàdì iná,Eérú,Ìtànsan iná,option_1,0,20.208333333333332
477,"Kíni ""width"" ní Yorùbá?",option_2,,Gígùn,ìbú,Gíga,Ìpín,Òṣùwọ̀n,option_3,0,20.208333333333332
478,"Kíni Yorùbá ""height"" àti ""length""?",option_2,,Ìbú àti Gíga,Gíga àti Gígùn,Fífẹ̀ àti Ìkún,Òkè àti Ìsàlẹ̀,Iwájú àti Ẹ̀yìn,option_3,0,20.208333333333332
479,"Tani ó kọ ìwé yìí ""ogboju odẹ nínú igbó irúnmolè""?",option_4,,Hubert Ogunde,Wọlé Sóyínká,Olú Owólabí,Daniel Ọlọ́runfẹ́mi Fágúnwà,Túndé Kèlání,option_4,1,20.208333333333332
480,"Kíni ""Wood Carver"" ní Yorùbá?",option_2,,Alágbẹ̀dẹ,Agbẹ́gilére,Aránṣọ,Onídìrí,Ọlọ́dẹ,option_1,0,20.208333333333332
481,"Kíni ""Bone Marrow"" ní Yorùbá?",option_5,,Ẹ̀jẹ̀,Eegun,Ọkàn,Èdọ̀,Mùdùnmúdùn,option_5,1,20.208333333333332
482,Parí òwe yìí: ajá kìí rorò títí,option_5,,Kí ó bí ọmọ lóríṣìí méjì,Kí ó gbàgbé olówó rẹ̀,Kí ó má jẹ tútù,Kí ó má jẹ ìgbẹ́,Kí ó ṣọ́ ojúlé méjì papọ̀,option_5,1,20.208333333333332
483,"Yato sí pàsán, àtòrì àti ẹgba kí tún ní orúkọ tí Yorùbá n pè ""cane""?",option_2,,Igi,Ọrẹ́,Ọ̀pá,Gbọ̀ngàn,Irin,"to determine the best answer, the context of the question is needed, but it is not provided in your query. each option represents a different word in yoruba:

- igi means ""tree"" or ""wood.""
- ọrẹ́ means ""friend.""
- ọ̀pá can mean ""staff,"" ""rod,"" or ""cane.""
- gbọ̀ngàn means ""hall"" or ""large room.""
- irin means ""iron"" or ""metal.""

to provide the correct option, more context is necessary. please provide additional information or context related to the question for an accurate response",0,20.208333333333332
484,"Parí òwe yìí: ẹgbẹrin òtẹ,...",option_3,,bàbà ìbàjẹ́ ló máa gbẹ̀yìn,"bí a kò bá rí ni, a ó ṣe é",..bí a ṣe ń pakan nìkán rúwẹ́,òwe ni wọ́n fi ń parọ́ rẹ̀,ológun ni yóò gbẹ́yìn wọn,option_4,0,20.208333333333332
485,"Kíni ""Launching"" ní Yorùbá?",option_2,,Ìgbésókè,Ìfilọ́lẹ̀,Ìṣípayá,Ìparí,Ìràpadà,ìṣípayá,0,20.208333333333332
486,Àwọn agbá bò wọ́n ní 'adìyẹ ìrànà kì í ṣe òun ajẹgbẹ' ...kíni Adìyẹ ìrànà?,option_1,,Adìyẹ tí à ń pa fún òkú,Adìyẹ ẹbọ,Adìyẹ tó ń ṣọ́nà,Àkùkọ gàgàrà,Adìyẹ tí ó sọnù,option_5,0,20.208333333333332
487,Ṣe àtúnṣe àti àtúnpà òwe Yorùbá yìí 'oyè tó kan ará ìwó ń bọ́ wá kan ará ẹ̀dẹ',option_3,,Oyè tó kan ará Èkìtì ń bọ́ wá kan ará Òǹdó,Oyè tó kan ará Ọ̀yọ́ ń bọ́ wá kan ará Ìbàdàn,Oyè tó kan ará Aho ń bọ́ wá kan ará ẹ̀dẹ,Kò ní àtúnṣe kankan,Oyè kìí kọjá láti ìlú kan sí òmíràn,option_5,0,20.208333333333332
488,Àwọn wo ni Yorùbá ḿ pè ní 'òrùn ẹní' àti pé kíni ìdí tí wọ́n fi ń pè wọ́n bẹ?,option_3,,Àwọn ọ̀rẹ́ tímọ́tímọ́,Àwọn ọ̀tá,Òbí ẹni,Àwọn ọmọ,Àwọn alàgbà ìlú,"i'm sorry, but i need more context or the specific question to accurately provide the correct option",0,20.208333333333332
489,Kíni ìtumọ̀ òwe yìí 'alágbára má mọ èrò baba ọ̀lẹ?',option_4,,Ènìyàn gbọdọ̀ ní sùúrù bí ó ti wù kí ó lágbára tó,Alágbára tó bá ọlẹ jà yóò pàdánù,Alágbára ní láti máa gbọ́ràn sí ọ̀lẹ lẹ́nu,Ẹnití ó bá pe ara rẹ̀ ní alágbára gbúdò máa ṣe ìwáàdí láti mọ èrò nígbogbo ìgbà,Kò sí ìyàtọ̀ láàárín alágbára àti ọ̀lẹ,option_2,0,20.208333333333332
490,Parí òwe yìí: Ẹni tí ẹgún bá gúnlẹ̀sẹ̀?,option_2,,Kí ó wo bàtà ọba,Ni ń sá làkàlàkà relé alábẹ,Kì í dúró sí ibi kan,Á máa ké ramúramù,Kò lè gun òkè àjà,option_3,0,20.208333333333332
491,Parí òwe yìí: Sàn-án lààrín...,...ajé ní múni pẹ́ kọ̀rọ̀,,ilé ni múni mọ àgbà,ọmọdé ni múni dàgbà,ọ̀tá ni múni ṣọ́ra,ajé ní múni pẹ́ kọ̀rọ̀,ogójì ni múni kó ọrọ̀ jọ,option_3,0,20.208333333333332
492,"Parí òwe Yorùbá yìí:
 'Ẹ gún ẹṣin ní kẹṣẹ, ẹ lọ ńtàpá' ...............?",option_4,,Bí ó bá ṣubú ǹkọ́?,Ṣé kò ní jẹ koríko mọ́?,Àgùntàn ní ń ṣe bẹ́ẹ̀,"Ẹgún ẹṣin ní kẹṣẹ ẹ ní ó ń tàpá, baba ta ló ma ti rin bọ̀ láyà tí ò ní tākítì",Kí ló dé tí ẹ kò lọ ran án?,option_3,0,20.208333333333332
493,"Fi ọ̀rọ̀ tó bá yé sí àlàfo yìí
 'Ọ̀pọ̀ igi ní bẹ̀ nìgbó ká tó fi .... gbẹ́ gbẹ̀du?",option_2,,ọwọ́,igi ọ̀mọ̀,ọgbọ́n,agbára,èso,"to provide the best answer, i need the content of the question you want analyzed alongside its options. could you please provide the question?",0,20.208333333333332
494,Kíni Yorùbá n pè ní àpáádì?,option_4,,Ìkòkò odidi,Jìgì,Garawa,àfọ́kù ìkòkò,Agbada,option_4,1,20.208333333333332
495,Irú ọbẹ wo ni Yorùbá n pè ní ọbẹ àtẹ?,option_1,,Ọbè tí a kò fi iyọ̀ sí,Ọbẹ̀ tí ó kún fún epo,Ọbẹ̀ tí ó kan,Ọbẹ̀ tí ó dùn jùlọ,Ọbẹ̀ aládùn,option_1,1,20.208333333333332
496,"Parí òwe Yorùbá yìí
 'À pa àímú délé......?",option_4,,ló mú kí ebi pa ìyá ọmọ,ni kò jẹ́ ká mọ iye eran inú igbó,ni kò jẹ́ kí ọlọ́dẹ níyì,Ni ò jẹ́ kamọ̀ pé ológbò ń ṣe ọdẹ,ló sọ ajá di ọ̀lẹ,option_5,0,20.208333333333332
497,"Parí òwe yìí:
 'Àtìrà ibọn kò tó àtìrà ẹtù.......?'",option_5,,nítorí ẹtù lówó lórí ju ìbọn lọ,nítorí kì í ṣe ọjọ́ kan làá lo ìbọn,nítorí ìbọn kìí jẹ́ kómó ẹtù,nítorí ẹtù ló lágbára jù,"Nítorí ojókan làá ra ìbọn, ojoójúmọ́ làá ra ẹ̀tù",option_5,1,20.208333333333332
498,"Kíni ""Red river hog"" ní Yorùbá?",option_1,,Túùpú,Èsúrú,Ògòǹgò,Kìnnìún,Ọ̀yà,option_3,0,20.208333333333332
499,"Kíni ""personification"" ní Yorùbá?",Ìfohunpènìyàn,,Ìkọ̀wé,Àfiwé,Òwe pípa,Ìsọ̀rọ̀gbèsì,Àlàyé,"which of the options is most closely related to explaining or elaborating on a topic? 

option_5",0,20.208333333333332
500,"Kíni ""gourd"" ní Yorùbá?",option_1,,àdó,Akèrègbè,Àgbè,Ègúsí,Igbá,option_3,0,20.208333333333332
501,"Kíni ""Animal Shell"" ní Yorùbá?",option_3,,Egungun ẹran,Awọ ẹran,Ìkarahun,Irun ẹran,Ìpẹ́ ẹran,option_4,0,20.208333333333332
502,"Kíni ""Nettle rash"" ní Yorùbá?",option_3,,Kúrúnà,Èélá,Inárun,Làpálàpá,Ìhúnra,option_3,1,20.208333333333332
503,"Nínú ayò (ọpọ́n)
 ihò mééló ní ó wà nínú àpótí ayò ọpọ́n.....?",Méjìlá(12),,Mẹ́fà,Mẹ́jọ,Mẹ́wàá,Méjìlá,Ogún,"to provide an accurate answer, i would need to know the specific question to which these options are related. however, if i refer only to the numbers listed:

- mẹ́fà = 6
- mẹ́jọ = 8
- mẹ́wàá = 10
- méjìlá = 12
- ogún = 20

without additional context or a specific question, it's impossible to determine which is the best answer among these options. kindly provide the actual question",0,20.208333333333332
504,"Kíni ""Lightning"" ní Yorùbá?",option_4,,Àrá,Òjò,Òkùnkùn,Mọ̀nàmọ́ná,Òfúrufú,option_3,0,20.208333333333332
